file,categoryname,price,mass,volume,description
Coal,Fuels/Crude,20,.01,1,"@cargo/hydrocarbons.png@Uraltes komprimiertes Leben aus dem Karbonzeitalter. Feste Form."
Oil,Fuels/Crude,80,.01,1,"@cargo/cargo-hud.png@Fluessige Lipide (Fette und fettaehnliche Substanzen) aus verschiedenen Quellen."
Petroleum,Fuels/Crude,90,.01,1,"@cargo/cargo-hud.png@Uraltes komprimiertes Leben aus dem Karbonzeitalter. Fluessige Form."
Butane,Fuels/Refined,120,.01,1,"@cargo/cargo-hud.png@Manchmal, mit all der Technologie um dich herum, ist ein Zippo (Feuerzeug), was du wirklich willst."
Diesel,Fuels/Refined,130,.01,1,"@cargo/petrochems.png@Auf Planeten, dort wo neue Lieferungen von Brennstoff teuer sind, ist Diesel ein effizienter, aber umweltverschmutzender Brennstoff, der meistens benutzt wird."
Deut-Deut_Fusion_Fuel,Fuels/Refined,470,.01,5,"@cargo/nuclear_pods.png@Raffiniert aus schwerem Wasser, ist fast reines Deuterium billig und eine reichlich vorhandene, aber irgendwie schwer zu lagernde und zu transportierende, Energiequelle."
Baakgah,Fuels/Aera_Refined,70,.01,1,"@cargo/cargo-hud.png@Ein Oelspeicherzellenmaterial, dass Wasserstoff auf eine einfach zu kontrollierende Art und Weise freisetzt."
AntiMatter_Pack,Fuels/Aera_Refined,180,.01,1,"@cargo/cargo-hud.png@Antimaterie wird bei niedriger Temperatur in einem ionischem Gitter gehalten. Energie wird durch die langsame Wechselwirkung der Antimaterie und seiner Umgebung gewonnen."
Biopower_Pack,Fuels/Rlaan_Refined,180,.01,1,"@cargo/cargo-hud.png@Waehrend seine Leistung minimal ist, ist seine Effizienz phenomenal. Lebende Wasserstoff produzierende Oelzellen. Biostrompakete sind eine Schluesselkomponente aller rlaanischen lebensunterstuetzenden Systeme."
Chitty-chitty-boom-boom,Fuels/Rlaan_Refined,40,.01,1,"@cargo/cargo-hud.png@Eine unglaublich grosses, unglaublich komplexes und unglaublich unstabiles HydroKarbon. CCBB wird benutzt in Anwendungen, wo Fusionsreaktoren zu gross, Antimateriezellen zu teuer und Kernspaltrektoren zu unpraktisch sind. Dies zielt darauf ab, seine Benutzung auf Stromgeneratoren und persoenliche Transporteinheiten zu begrenzen."
Compressed_Oxygen-Nitrogen_Atmosphere,Compressed_Gasses,30,.01,1,"@cargo/atmospheric_gases.png@Atembar - und nicht in der Art von der Lost-Angeles trifft Mexico-City Sorte."
Compressed_Methane-Breather_Atmosphere,Compressed_Gasses,30,.01,1,"@cargo/atmospheric_gases.png@Atembar - und nicht in der Art von der Aantlbzztkbzbrr trifft Bzeentkbrraantl Sorte."
Noble_Gases,Compressed_Gasses,65,.01,1,"@cargo/noble_gases.png@Ansonsten bekannt als schwer zu Reaktionen zu bewegende Gase. Normalerweise benutzt zur Veredelung, in medizinischen Anwendungen, in der normalen Industrie, in der nuklearern Energie- und Laserwaffenproduktion und auch in der Forschung."
Halogen_Gases,Compressed_Gasses,80,.01,1,"@cargo/halogen_gases.png@Aetzende  Gase - hervorragend fuer Landebahnlampen!"
Recycled_Electronics,Recycled_Products,190,.01,1,"@cargo/cargo-hud.png@Besonders geschaetzt von den geheimnisvollen Sammlern, aber auch von Geizhaelsen. Der Muell der modernen Zeit hat immer noch einen Wert trotz seines Alters."
Recycled_Metals,Recycled_Products,50,.01,1,"@cargo/cargo-hud.png@Das was geschmolzen werden kann, kann wieder zur Herstellung dienen."
Recycled_Oil,Recycled_Products,60,.01,1,"@cargo/cargo-hud.png@Durch den wunderbaren Gebrauch von Hydrokarbonaten durch intelligente Lebensformen, ist es sinnvoll, sie wiederzuverwerten, wenn es moeglich ist."
Recycled_Plastics,Recycled_Products,38,.01,1,"@cargo/cargo-hud.png@Beinahe alle menschlichen zivilen Produkte bestehen aus Hydrokarbonpolymeren, und waeren da nicht riesige Recyclingprogramme, wuerde die Menschheit in ihrem eigenen Muell ersticken."
Gears,Machinery_Goods,90,.01,1,"@cargo/cargo-hud.png@Hier gibt es nicht eine Sache mit einen zu grossen Drehmoment."
Lubricants,Machinery_Goods,85,.01,1,"@cargo/cargo-hud.png@Viel zur Abnutzung aller mechanischen Systeme beitragend,  kann Reibung nicht ueberwunden werden. Sehr zur Freude aller Benutzer von mechanischen Systemem, sind grosse Fortschritte gemacht worden in der  Milderung der ungewuenschten Reibungseffekte."
Spare_Parts,Machinery_Goods,88,.01,1,"@cargo/cargo-hud.png@Waehrend die normale Zeit des Ausfalls von Einzelteilen in festem Zustand in Jahrzehnten gemessen zu werden scheint, neigt dies nicht die Art und den Grad des Missbrauchs zu erklaeren mit dem Verbraucher ihr Zubehoer anhaeufen wollen."
Aerospace_Ground_Equipment,Supplies/Aerospace_Supplies,193,.01,1,"@cargo/cargo-hud.png@Waehrend nur kleine und mittelgrosse Raumschiffe befaehigt sind auf eimem Planeten zu landen, wird dies ausgenutzt von Raumhaefen durch Frachtpendelschiffe und andere Formen der Frachtlieferung. Diese benoetigen eine komplizierte Menge von Instandhaltungsausruestungen und Reserveausruestungen. Frachtlader muessen die ganze Zeit bereit stehen."
Aerospace_Repair_Equipment,Supplies/Aerospace_Supplies,250,.01,1,"@cargo/cargo-hud.png@Das spezielle Material, dass in der Raumschiffkonstruktion benutzt wird, erfordert eine spezielle Ausruestung zur Reparatur und Wartung. Durch die graesslichen Anhaeufungen von Piratenattacken und anderen Zerstoerungsquellen, haben diese Geraete eine grosse Nachfrage."
Atmospheric_Scrubbers,Supplies/Aerospace_Supplies,270,.01,8,"@cargo/cargo-hud.png@Atmostpherische Saueberer bestehen aus einer Reihe von Abschirmungen, Behaeltern und Filtern um giftigen Unrat aus einer kuenstlichen Atmosphere zu entfernen. Da wenige Raumschiffe eine wirkungsvolle Oekologie haben, benoetigen sie solch kuenstliche Hilfsmittel, um eine ertraeglich atembare Atmosphere bereitzustellen."
Welding_Supplies,Supplies/Aerospace_Supplies,180,.01,1,"@cargo/cargo-hud.png@Dadurch das nur wenige wissen, was ihr wirklicher Zweck ist, scheinen sie immer Regierungsprojekte zu sein in jeder Kolonie und bestehen haupsaechlich daraus, die Infrastruktur zu zerstoeren und grosse Matallplatten ueber die Loecher zu schweissen, bis ein paar Jahre spaeter eine zweite Firma kommt, um zu ersetzen was auch immer abgerissen wurde. Aber da ist auch das ganze Raumschiffproduktionsgeschaeft, man wundert sich, welches der groessere Markt ist."
Self_Contained_Hydroponics,Supplies/Aerospace_Supplies,130,.01,1,"@cargo/cargo-hud.png@Seit den Anfangstagen der Weltraumreisen waren Hydrokulturen nicht mehr nur dazu da, um Gras in deinem Schrank zu zuechten."
Bulk_Seeds,Supplies/Agricultural_Supplies,25,.01,1,"@cargo/cargo-hud.png@Obwohl es fast nur noch Monokulturen gibt, und die Automatisation der landwirtschaftlichen Betriebe fast 100%ig ist, muessen immer noch alle nicht einheimischen Feldfruechte durch die interstellare Schiffahrt besorgt werden, denn den meisten landwirtschaftlichen Kolonien scheinen die genetische Forschungmoeglichkeiten zu fehlen, um ihre eigenen Varianten zu produzieren."
Herbicides,Supplies/Agricultural_Supplies,100,.01,1,"@cargo/cargo-hud.png@Viele Planeten haben Arten von Pflanzen, die Kudzu (aus Japan in die USA eingeschleppte Pflanze, die dort alles ueberwuchert ) wie eine Topfpflanze aussehen lassen.Diese Planeten haben dadurch auch einen Markt, bevoelkert mit Kolonisten, die nach praktischen Entlaubungsmitteln suchen."
Hydroponic_Supplies,Supplies/Agricultural_Supplies,130,.01,1,"@cargo/cargo-hud.png@Pflanzen in fluessigen Loesungen wachsen zu lassen,  ermoeglicht die Flexibilitaet der Platzierung im Gegensatz zur Erdbepflanzung. Besonders brauchbar in Umgebungen, die keine Erde haben."
Pesticides,Supplies/Agricultural_Supplies,110,.01,1,"@cargo/cargo-hud.png@Egal, wo man hingeht, es scheint, dass auf jeder Welt, auf der Leben entstanden ist, wenigstens eine Art entstanden ist, die ausnahmslos laestig ist, was auch immer die Zivilisation versucht zu kolonialisieren. Die uralte Loesung des Problems ist, die genannte Art zu toeten. Anerkanntermassen, so etwas in einer Art zu tun, dass es die Kolonisten nicht verletzt, ist immer noch ein Thema intensiver Forschung. Wie auch immer, jeder Pestizidhersteller wird stolz daraufhinweisen, das eine kleine Anzahl von Babies mit der falschen Anzahl von Beinen sicher ein kleiner Preis ist, der zu zahlen ist, um nicht enstellende Loecher in den Feldfruechten der Welternte zun haben."
Synthetic_Fertilizer,Supplies/Agricultural_Supplies,140,.01,1,"@cargo/cargo-hud.png@Als synthetischer Kunstduenger nicht nur besser wurde, sondern auch billiger und weniger riechend als die natuerlichen, haben nur wenige es bedauert, ihn zu wechseln."
Engineered_Seeds,Supplies/Agricultural_Supplies,25,.01,1,"@cargo/cargo-hud.png@Genetisch verbesserte Feldfruechte, entwickelt, um fruchtbar zu bleiben in einigen besonderen Arten von giftiger Erde, aber auch entwickelt, um die einheimischen Planzen des Planeten essbarer zu machen. Luddity-Terroristen protestieren immer noch gegen den Gebrauch solcher Produkte, die Unmoeglichkeit vieler existierender Bevoelkerungen verachtend, sich auf andere Art und Weise zu ernaehren."
Boring_Droids,Supplies/Mining_Supplies,90,.01,1,"@cargo/boring_droids.png@Die Herstellung von Bergbauschaechten war noch nie so einfach. Lass nur ein paar von den Robotern wissen, wo du die Tunnel haben willst und komme ein paar Tage spaeter wieder, um grosse Mengen Abraum zu finden und einen herrlich polierten Durchgang."
Laser_Drills,Supplies/Mining_Supplies,95,.01,1,"@cargo/cargo-hud.png@Ausser der Natur der genauen Schnitte, die von diesen Bohrern erzeugt werden und ihren Nutzen steigern, ist es auch eine Tatsache, dass Laser nie unscharf oder stumpf auf dichtem und hartem Material werden. Dies ist der Grund, warum der Laserbohrer alle Konkurenten ersetzt hat."
Light_Alls,Supplies/Mining_Supplies,88,.01,1,"@cargo/cargo-hud.png@Es gibt nur wenig erschreckendere Dinge fuer einen Asteroidenbergmann als die klassische Szene aus dem Hologrammfilm 'Der dunkle Stein', wo in einer Gruppe von Bergleuten ein leichter Standardroboter einen Stromausfall hat, und sie von scheusslichen Aliens angegriffen werden, die durch den Bergbau geweckt wurden. Obwohl bis jetzt keine gefraessigen Aliens auf Asteroidenminen gefunden wurden, war Realitaet nie eine besondere Schluesselkomponente der Marktstrategie."
Utility_Vehicles,Supplies/Construction_Supplies,90,.01,1,"@cargo/cargo-hud.png@Die Moeglichkeit grosse Massen zu heben und dann geschickt in allen 3 Dimensionen zu manipulieren ist grundlegend fuer ihre Konstruktion und die fehlende Kraft von allen bekannten empfindungsfaehigen Wesen. Diese Maschinen beseitigen die Fehler der Evolution."
PreFab_Buildings,Supplies/Construction_Supplies,44,.01,1,"@cargo/cargo-hud.png@Ausser man ist unwahrscheinlich reich, lebt man in einem Gebaeude, das aus modularen Komponenten, wie diesen gebaut wurde."
Landscaping_Equipment,Supplies/Construction_Supplies,1662,.01,55,"@cargo/cargo-hud.png@Falls ein Huegel deine Aussicht blockiert, oder wenn du die Rundumsicht deines Gartes nach der neuesten Mode wiederherstellen willst, oder wenn du nur diese haessliche nukleare Muellhalde bedecken willst."
BioApplicator,Supplies/Rlaan_Construction_Supplies,90,.01,1,"@cargo/cargo-hud.png@Im wesentlichen eine Spruehdose voller genetisch konstruierter Bakterien mit einem Ventil und einer Spruehduese, wird dieses Geraet benutzt, um die komplexen Proteine zu erstellen und  aufzutragen, die die  Rlaaner als Hauptkonstruktionsmaterial benutzen. Wenn der Schleim aus der Duese herrausgesprueht wird, reagiert er mit der Methanatmosphere, die es auf fast allen rlaanischen Welten gibt. Die Proteine, die durch die Bakterien produziert werden, erstarren in der gewuenschten festen Form."
BioRemodeler,Supplies/Rlaan_Construction_Supplies,96,.01,1,"@cargo/cargo-hud.png@Dieses Geraet verwendet eine Zusammensetzung aus Enzymen, die die organischen Stoffe ausreichend verfluessigen, die in rlaanischen Konstruktionen benutzt werden, so dass sie veraendert werden koennen.."
First_Aid_Kits,Supplies/Confed_Medical_Supplies,480,.01,1,"@cargo/cargo-hud.png@Obwohl die Inhalte zahllose Male veraendert wurden, kann diese Ausruestung in jedem oeffentlichen Transportmittel gefunden werden und in jeder Reisetasche einer zu besorgten Mutter."
Aera_First_Aid_Kit,Supplies/Aera_Medical_Supplies,90,.01,1,"@cargo/cargo-hud.png@Obwohl sie so etwas aehnliches wie chemisches Makeup sind, beinhalteten die aeranischen Erste-Hilfe-Ausruestungen viele Gegenstaende, die aehnlich oder gleich sind zu solchen, die in menschlichen Erste-Hilfe-Ausruestungen gefunden werden. Eine bemerkenswerte Ausnahme, wie auch immer, ist die Standardausfuehrung einer Selbstmordpille in allen aeranischen Ausruestungen, markiert mit einer Etikette, deren Uebersetzung 'Fuer den Gebrauch in Verbindung mit einem eventuell unheilbarem Trauma.' ist."
Pseudotherms,Supplies/Aera_Medical_Supplies,90,.01,1,"@cargo/cargo-hud.png@Die Aeraner kommen urspruenglich aus einer warmen Welt und haben eine verminderte Funktionalitaet, falls sie unvorbereitet einer kalten Umgebung ausgesetzt werden. Diese Spezialanzuege sind ausgestattet mit abschirmenden Isotopen und Spektralkonvertern, die einen Aeraner zurueck bis zur Koerpertemperatur garantiert in wenigen Minuten aufzuwaermen."
DNA_Resequencer,Supplies/Rlaan_Medical_Supplies,90,.01,1,"@cargo/cargo-hud.png@Dieses tragbare Geraet kann jegliche DNA-Proben nehmen und sie umformen in die fuer die Rlaaner mehr vertrauten Analogien, so dass sie bequemer analysiert werden koennen."
Rlaan_Cellular_Regrowth_Accelerant,Supplies/Rlaan_Medical_Supplies,90,.01,1,"@cargo/cargo-hud.png@Eine Gel-Packung aus einer komplexen organischen Loesung, die wenn sie auf der Verletzung angewendet wird, die Rate des Heilungsprozesses eines Rlaaners hervorragend vergroessert."
Cryogenic_Supplies,Supplies/Medical_Supplies,505,.01,1,"@cargo/cryogenic_pods.png@In den letzten tausend Jahren haben Menschen sich  selbsteingefroren (oder ihre Koepfe) in der Hoffnung, dass sie eines Tages wiederbelebt werden. Waehrend die Wettbueros in New Vegas die Ueberlebenschancen als Halbe-Halbe ansehen, sind die Chancen zu nah beieinander.Es ist klar, dass unsere Moeglichkeiten Sachen einzufrieren viel schneller und weiter fortgeschritten sind als unsere Moeglichkeiten sie wieder aufzutauen."
Regen_Tank,Supplies/Medical_Supplies,742,.01,5,"@cargo/regen_tank.png@Mit den Fortschritten in der zellularen Forschung, sind die Mediziner in der Lage verlorenes oder zerstoertes zellulares Material wiederherstellen. Sie haben jedoch nicht, wie auch immer, herrausbekommen das wiederherzustellende Koerperteil daran zu hindern, die ganze Zeit zu jucken, waehrend es wiederwaechst..."
Syringes,Supplies/Medical_Supplies,480,.01,1,"@cargo/vaccines.png@Obwohl nicht laenger notwendig fuer die meisten rationalen Anwendungen, scheinen immer noch bestimmte Elemente in der Gemeinde der Mediziner ein perverses Vergnuegen dadurch zu empfinden, grosse Hohlnadeln in ihre Mitmenschen zu rammen."
Vaccines,Supplies/Medical_Supplies,25,.01,1,"@cargo/vaccines.png@Durch den interstellaren Handel und Krieg, das Infektionsrisiko von gefaehrlichen Krankheiten und biologischen Waffen, benoetigt man Impfstoffe gegen jede vorstellbare Bedrohung."
Altered_Strains,Research/Aera_Medical,300,.01,1,"@cargo/cargo-hud.png@Waehrend die Rlaaner die Meister der genetischen Manipulation sind, sind die Aeraner enschiedene Amateure und hinter den meisten Menschen in diesem Bereich der Forschung. Im wesentlichen haben sie erst kuerzlich angefangen, den Gen-Pool ihrer eigenen Rasse kuenstlich zu erweitern."
Implant_tolerance_enhancements,Research/Aera_Medical,300,.01,1,"@cargo/cargo-hud.png@Durch die Neigung koerperlich mehr vergiftet zu werden als andere dominante Rassen, leiden die Aeraner unter einer hohen Abstossrate der mechanischen Implantate durch ihr uebereifriges Immunsystem."
Bio_Adapters,Research/Rlaan_Medical,200,.01,1,"@cargo/cargo-hud.png@Die Rlaaner sind geschickter als jede andere Rasse in der Produktion von veraenderten Organismen, aber sie arbeiten immer noch an der Perfektionierung organ-mechanischen Verbindungseinheiten. Man neigt zu glauben, dass der Erfolg bei ersten Sache sie bei der Entwicklung zweiten Sache behindert hat ."
Bio_Splicers,Research/Rlaan_Medical,300,.01,1,"@cargo/cargo-hud.png@Handgehaltenes retro-virales Ausbruetungs- und Einfuegungsgeraet. Die Testphase ist immer noch im Betastadium - namentlich, nicht mit Rlaanern"
Surgical_Techniques,Research/Medical,55,.01,.01,"@cargo/surgical_techniques.png@Die medizinische Elite aller Rassen sollte die Entwicklung jeder Technik schaetzen, die mehr von Chirurgen als von Rechtanwaelten diskutiert wird."
Engineered_Bacteria,Research/Medical,560,.01,.02,"@cargo/engineered_bacteria.png@Konstruierte Bakterien werden seit ueber einem Jahrtausend benutzt - aber die Anwendungsmoeglichkeiten werden jedes Jahr groesser."
Synthetic_Limbs,Research/Medical,200,.01,1,"@cargo/cargo-hud.png@Voll funktionierende synthetische Koerperglieder sind ein alter Hut. Billige voll funktionierende synthetische Koerperglieder, die viel besser als die Originale sind und nicht von ihren natuerlichen organischen Gegenstuecken zu unterscheiden sind, sind viel interessanter."
Experimental_Drugs,Research/Medical,1055,.01,.05,"@cargo/experimental_drugs.png@Wenn ein Zwerglimeblutegel deine Leber isst, kuemmerst du dich nicht darum, ob oder an wem die Medikamente getestet wurden."
Nano_Constructors,Research/Industrial,250,.01,1,"@cargo/cargo-hud.png@Obwohl diese Geraete selbst durch die Nano-Plage, nur noch im  Makro-Massstab gebaut werden, sind sie in der Lage fast alles mit atomarer Praezision zu konstruieren."
Self_Repairing_Metal,Research/Industrial,220,.01,1,"@cargo/cargo-hud.png@Durch eingebettete Sensornetze und elektrische Liefersysteme, koennen Metallfolien produziert werden, die durch sich selbst mit perfekt platzierten Hitzeschueben und aussergewoehnlicher Genauigkeit jeden Riss oder Deformation kompensieren koennen."
Automated_Factories,Research/Industrial,2700,.01,1500,"@cargo/cargo-hud.png@Egal wie teuer AI-Einheiten auch immer sind, so scheint eine Reihe von orbitalen Fabriken noch viel teurer zu sein. Der Trick, um das wesentliche von vielen gewollten Vorschlaegen herrauszubekommen, ist wie man einen AI-Roboter ueberzeugt, so etwa langweiliges zu tun, wie eine Holovideofabrik zu bedienen..."
Atmospheric_Rejuvinator,Research/Environmental,400,.01,1,"@cargo/cargo-hud.png@Ob es wegen der Ueberindustrialisierung oder wegen der natuerlicher Widerwertigkeit ist, falls eine planetarische Atmosphere jemandem nicht gefaellt, das Einetzen von ein paar millionen dieser Geraete kann Wunder bewirken (oder ein paar duzend in einer Kuppel)."
Ozone_Healer,Research/Environmental,330,.01,1,"@cargo/ozone_replacement.png@Viele elektronische Geraete produzieren natuerliches  Ozon. Wie auch immer, scheinen die meisten dieser Geraete auf dem Erdboden zu stehen, sie tragen nicht zum Wachstum der Ozonschicht in groesseren Hoehen bei. Eine kuerzlich gefundene Loesung: Verschiebung vieler elektronischer Geraete auf fliegende hochleistungsfaehige Plattformen in der Ozonschicht."
Forest_Regenerator,Research/Environmental,520,.01,1,"@cargo/forest_generators.png@Obwohl viele zivilisierte Rassen, mit der bemerkenswerten Ausnahme der Aeraner, es lieben wuerden, ihre alten Waelder wieder aufgeforstet zu sehen, sind fast alle nicht geneigt, die noetige Arbeit zu investieren fuer dieses Ziel. Dadurch wurden einige Anstrengungen gemacht in die Produktion selbststaendiger Waldpflanzeinheiten, die die Wiederaufforstung eines Oekosystem beaufsichtigen ohne das sich jemand seine genmanipulierten Haende schmutzig machen muss."
(Xeno)forming_Units,Research/Environmental,8342,.01,1600,"@cargo/terraforming_units.png@Fuer Menschen, Terraformer, fuer jede andere Rasse, so was aehnliches - fuer den Zielplaneten unter ihnen wirklich eine Alientransformation. Atmospherische Weiterverarbeitung, Entwicklung von funktionsfaehigen Biospheren, und Erzeugung trinkbarer Fluessigkeiten beinhaltend, sind Xenoformeinheiten automatisierte Montroesitaeten, die auf lebensfeindlichen Planetenoberflaechen gelandet werden koennen. Mit genuegend Zeit kann jede luftlose Wueste mit ausreichender Groesse in einen Golfplatz und ein Einkaufszentrum verwandelt werden."
Quantum_Deductor,Research/Electronics,420,.01,1,"@cargo/quantum_deductor.png@Der so nette Name fuer eine Sorte von Geraeten, die benutzt werden um Quantumkryptosysteme anzugreifen."
Virtual_Tunneling_Terminal,Research/Electronics,240,.01,1,"@cargo/cargo-hud.png@Ein Geraet, das benutzt wird um das innere von Makro-Massstabobjekten durch Tunneleffekte zu sehen und zu durchqueren."
Quantum_Computers,Electronics,75,.01,1,"@cargo/quantum_processor.png@Durch die Eigenschaft des massiven Parallelismus und der 'minute feature size' (lithographische Kenngroesse in Nanometern zur Chipherstellung ), kann dieser Computer mehr nutzlose Fakten ueber seinen Benutzter in einer Sekunde analysieren als die meisten Benutzer in ihrer Lebenszeit wissen wollen."
Consoles,Electronics,45,.01,1,"@cargo/cargo-hud.png@Unter den vielen Interfaces zwischen intelligenten Lebewesen und Maschinen, gehoeren rassespezifische Varianten der Nazduckonsole, die auf verschiedenen Welden der Unadorned hergestellt werden, zu den beliebtesten."
Microprocessors,Electronics,50,.01,1,"@cargo/cargo-hud.png@Ein wesentliches Bestandteil eines jeden Konsumprodukts seit den Anfangstagen der allgegenwaertigen Computer. Fuer Mikroprozessoren, obwohl einzeln beinahe wertlos, ist die  Nachfrage als Massenprodukt aussergewoehnlich."
Protocol_Droids,Electronics/Robotics,270,.01,1,"@cargo/cargo-hud.png@Geuebt in den Feinheiten der interstellaren Beziehungen, sind diese Machinen ein wertvolles Zubehoer fuer Diplomaten und weitreisende Kaufleute - vorausgesetzt, man bekommt heraus, wie man diesen verdammten Dingern beibringt, den Mund zu halten, wenn sie nicht gebraucht werden."
Robotic_Laborers,Electronics/Robotics,290,.01,1,"@cargo/robot_workers.png@Unermuedliche Arbeiter, die fast alles zu tun versuchen, was du ihnen als ihre Aufgabe mitteilen kannst. Ungluecklicherweise, um die Kosten niedrig zu halten, ist ihre Moeglichkeit genau zu verstehen, was es ist, was du versucht ihnen zu sagen, begrenzt. Achtung: Gewisse Missverstaendnisse mit speziell diesem Modell sind bemerkt worden in Verbindung mit der Aufforderung 'Leih mir deine Hand'. Bitte vermeiden Sie es, diesen Befehl zu benutzen."
Enhanced_Limbs,Electronics/Bionics,200,.01,.1,"@cargo/enhanced_limbs.png@Wenn die Koerperglieder eines fuehlenden Wesens ihre Arbeit nicht mehr tun, koennen Fasererweiterungen, kuenstliche Nerven und Knochenverstaerkungen die Funktionalitaet vergroessern, die in verschiedenen Groessen bestellt werden koennen."
Enhanced_Organs,Electronics/Bionics,300,.01,.1,"@cargo/enhanced_organs.png@Manchmal kann Genmanipulation allein nicht die gewuenschten Vorteile verschaffen."
Artificial_Limbs,Electronics/Bionics,250,.01,.1,"@cargo/artificial_limbs.png@Wir haben die Technologie - wir koennen sie nachbauen."
Cyborg_Construction_Workers,Electronics/Bionics,270,.01,1,"@cargo/cargo-hud.png@In den meisten Kulturen wird ihnen eine Reihe von rechten gewaehrt, die fast nicht von denen eines normalen Lebewesens zu unterschieden sind. Durch ihren massigen Koerperbau, weniger aus aesthetischen Gruenden, gibt es fuer die meisten Konstruktionscyborgs Transportbeschraenkungen, sie sind willkommen um im Frachtraum zu reisen."
Cyborg_Defenders,Electronics/Bionics,270,.01,1,"@cargo/cyborg_mercs.png@Das moderne Gegenstueck des privaten Sicherheitsmannes aus frueheren Zeiten. Diese Cyborgs neigen dazu etwas teurer zu sein und es ist nicht so angenehm, neben ihnen zu stehen. Darum fahren sie stattdessen im Frachtraum mit..."
Pleasure_Borgs,Electronics/Bionics,530,.01,2,"@cargo/pleasure_borgs.png@Pleasurecyborgs, unterscheiden sich von Pleasurerobotern dadurch, dass sie echte Haut haben und Systeme, die genannte Haut am Leben zu erhalten. Sie haben keine menschlichen Gefuehle, so dass sie legal gekauft und verkauft werden koennen. Das muss noch gesagt werden, sie moegen es nicht, jedesmal wenn die Grossmutter zu Besuch kommt, im Schrank versteckt zu werden."
PAI_Wetware,Electronics/Bionics,125,.01,.5,"@cargo/cargo-hud.png@Pseudokuenstliche Intelligenz. PAIs sind 'Wet-Ware' eingebettet in Hardware - genetisch konstruierte 'Koepfe in Kaesten', die die Aufgabe des Denkes zwischen den organischen und inorganischen Komponenten verteilen. Kommerzielle PAIs sind beinah allgemein entworfen als idiotensicheres System, faehig zu begrenzter Eigenmotivation und Eigeninitiative, einfach zu manipulieren, aber befaehigt mit einer ausserordentlichen Kraft fuer Problemloesungen, fuer die sie trainiert wurden, sie in Angriff zu nehmen. PAIs neigen dazu, in der Lage zu sein, mehr natuerliche Benutzerinterfaces bereitzustellen als die Expertensysteme, mit denen sie konkurrieren, neigen dazu, zumindest ein vages Selbstbewusstsein zu haben und sind viel ansprechbarer auch auf  emotionalen Leveln. Im wesentlichen sind nischenmarkt- und kundenspezifisch gebaute Modelle nur beschraenkt durch die Gesetzgebung, welche diese Einheiten, die eine bestimmte Menge von standartisierten Normen uebertreffen nicht als Eigentum betrachtet, also muessen sie als gewoehnliche Kinder oder als gewoehnliche abhaengige Angestellte registriert werden. Obwohl der Unterschied zwischen Low- und Highendmodellen klar ist, die Standards beiseite genaommen, werden die meisten zustimmen, dass die Linie zwischen einem Highend-PAI und einem konstruiertem menschlichem Cyborg aussergewoehnlich verschwommen ist."
Neural_Interface,Electronics/Bionics,205,.01,.01,"@cargo/cargo-hud.png@Der wahre Puls einer Andolianerin ist nicht das ruhige Schlagen ihres Herzens, sondern der tobende Datenstrom ihres Geistes."
Jewelry,Manufactured_Goods,1200,.01,.01,"@cargo/jewelry.png@Alles voellig nutzlos, ausser als Kunst oder in Rendez-Vous Simulationen. Aber es wird immer eine Nachfrage fuer tragbare dekadente Gegenstaende geben, die immense Ausgaben zur Folge haben."
Carpets,Manufactured_Goods,55,.01,1,"@cargo/cargo-hud.png@Teppiche und deren mehr oder weniger Staub liebende Varianten, haben ihren Weg erstrangig in den Weltraum gemacht, weil es sehr kalt ist auf grossen Metallplatten zu laufen."
Furniture,Manufactured_Goods,140,.01,1,"@cargo/cargo-hud.png@Egal, wie ihre Form oder Gestalt ist, brauchen alle Wesen mit einem Koerper etwas um ihren Kram irgendwo zu lassen."
Home_Appliances,Manufactured_Goods,100,.01,1,"@cargo/cargo-hud.png@Von der esoterischen Schwebe-Masseuse bis hin zu den allgegenwaertigen InstaNukern, sind dies die Favoriten des ewigen Kunsums."
Hygiene_Supplies,Manufactured_Goods,110,.01,1,"@cargo/personal_hygienics.png@Trotz der Tatsache, dass die Rassen fortschrittlicher und empfindungsfaehiger wurden, konnten sie nicht die Notwendigkeit abschaffen, sich ab und zu gut waschen zu muesssen. Cremes und Balsame versprechen die letzten Fortschritte der Nanomasstabchemie, Falten zu beseitigen und eine bessere Hautfarbe erzeugen. Anti-Esther suchen und zerstoeren unangenehme Duftstoffpartikel, andere koerperspezifische Mittel beugen peinlichen Schleimexkreten vor."
Janitorial_Supplies,Manufactured_Goods,105,.01,1,"@cargo/cargo-hud.png@Waehrend die meisten entwickelten Welten davon abgegangen sind lebende Hausmeister anzustellen, hat sich der Bedarf an chemischen Reinigungsmittels und deren Bedeutung, sie anzuwenden nicht geaendert."
Textiles,Manufactured_Goods,53,.01,1,"@cargo/cargo-hud.png@Egal wie weit die Technologie fortgeschritten ist, wird es immer solche geben, die sich die Freiheit wuenschen ihre eigene Kleidung herzustellen."
Clothing,Manufactured_Goods,60,.01,1,"@cargo/clothing.png@Trotz der bekehrenden Bemuehungen der Anhaenger der Trekie-Religion, setzte sich der Unitard niemals durch. Kleidung in jeder Art und Weise der Machart und Herstellung kann in fast allen Regionen des bewohnten Weltraums gefunden werden."
